ID,QuoteID,JobID,Store,ShippingOrderID,LineUpID,CaseID,CaseModel,CaseSerialNum,Department,EstimatedShipDate,WarehouseArrivalDate,StorageStartDate,StorageEndDate,ScheduledDate,ScheduledTime,WarehouseLocation,TrailerOrWarehouse,OriginalOrderID,OriginalTrailerID,TouchedNotTouched,Damage,StrippedDate,DeliveryOrderID,DeliveryTrailerID,DaysInStorage,SquareFootageofCase,StorageCharge,ExtendedPrice,OriginalStoreTag,LHGable,RHGable,NoGable,CompStoreID
17,2,2,NF #7651,848196,,,RL-4,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,45,2.75,187.88,,0,0,0,2
18,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
19,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
20,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
21,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
22,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
23,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
24,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
25,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
26,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
27,2,2,NF #7651,848196,,,RL-5,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
28,2,2,NF #7651,848203,,,FW12GM,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,65,2.75,244.71,,0,0,0,2
29,2,2,NF #7651,848203,,,FW12GM,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,65,2.75,244.71,,0,0,0,2
30,2,2,NF #7651,848203,,,FW12GM,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,65,2.75,244.71,,0,0,0,2
31,2,2,NF #7651,848203,,,FW12GM,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,65,2.75,244.71,,0,0,0,2
32,2,2,NF #7651,848203,,,FW8GM,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,40,2.75,173.67,,0,0,0,2
33,2,2,NF #7651,848203,,,FW8GM,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,40,2.75,173.67,,0,0,0,2
34,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
35,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
36,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
37,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
38,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
39,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
40,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
41,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
42,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
43,2,2,NF #7651,848203,,,FWEG,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
44,2,2,NF #7651,848210,,,ID5SL8,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,30,2.75,145.25,,0,0,0,2
45,2,2,NF #7651,848210,,,IM5SL12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
46,2,2,NF #7651,848210,,,IM5SL12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
47,2,2,NF #7651,848210,,,IM5SL8,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,35,2.75,159.46,,0,0,0,2
48,2,2,NF #7651,848210,,,IM5SL8,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,35,2.75,159.46,,0,0,0,2
49,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
50,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
51,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
52,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
53,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
54,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
55,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
56,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
57,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
58,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
59,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,Transferred,,,,0,,,,31,50,2.75,202.08,,0,0,0,2
60,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,50,2.75,,,0,0,0,2
61,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,50,2.75,,,0,0,0,2
62,2,2,NF #7651,848211,,,IDD6SU12,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,50,2.75,,,0,0,0,2
63,2,2,NF #7651,848211,,,IDD6SU8,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,30,2.75,,,0,0,0,2
64,2,2,NF #7651,848211,,,IDD6SU8,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,30,2.75,,,0,0,0,2
65,2,2,NF #7651,848211,,,IDD6SU8,,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,30,2.75,,,0,0,0,2
66,2,2,NF #7651,848247,,,,walkin 17 doors - need dims,,2024-12-10 0:00,,1900-01-01 0:00,1900-01-31 0:00,,,,,,,,0,,,,31,,2.75,,,0,0,0,2
67,4,4,NF #9460 / #7530,280565,5,1,ORZ5,1686523,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606301,,61,60,2.75,395.50,,0,0,0,3
68,4,4,NF #9460 / #7530,280565,5,2,ORZ5,1686522,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606301,,61,60,2.75,395.50,,0,0,0,3
69,4,4,NF #9460 / #7530,280565,6,1,VRB12,1686604,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606301,,61,55,2.75,367.54,,0,0,0,3
70,4,4,NF #9460 / #7530,280565,7,1,VRB12,1702768,,2024-08-30 0:00,2024-08-23 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589404,TEAMS- 66625,,0,,P606301,,92,55,2.75,523.83,,0,0,0,3
71,4,4,NF #9460 / #7530,280565,7,2,VRB12,1702754,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589401,TEAMS-72084,,0,,P606301,,92,55,2.75,523.83,,0,0,0,3
72,4,4,NF #9460 / #7530,280565,7,3,VRB12,1702755,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589401,TEAMS-72084,,0,,P606301,,92,55,2.75,523.83,,0,0,0,3
73,4,4,NF #9460 / #7530,280565,7,4,VRB12,1702756,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589399,R11218,,0,,P606301,,61,55,2.75,367.54,,0,0,0,3
74,4,4,NF #9460 / #7530,280565,7,7,VRB12,1702769,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t1 - 8am,CGY,transferred,P589401,TEAMS-72084,,0,,P606301,,92,55,2.75,523.83,,0,0,0,3
75,4,4,NF #9460 / #7530,280565,7,8,VRB12,1702795,,2024-08-30 0:00,2024-08-23 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589404,TEAMS- 66625,,0,,P606332,,92,55,2.75,523.83,,0,0,0,3
76,4,4,NF #9460 / #7530,280565,11,1,ORZ5,1686521,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
77,4,4,NF #9460 / #7530,280565,11,2,ORZ5,1686525,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
78,4,4,NF #9460 / #7530,280565,11,3,ORZ5,1686542,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
79,4,4,NF #9460 / #7530,280565,12,1,ORZ5,1686545,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
80,4,4,NF #9460 / #7530,280565,12,2,ORZ5,1686526,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589396,TEAMS- R11014,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
81,4,4,NF #9460 / #7530,280565,12,3,ORZ5,1686524,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589399,R11218,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
82,4,4,NF #9460 / #7530,280565,12,4,ORZ5,1686563,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t2 - 9am,CGY,transferred,P589399,R11218,,0,,P606332,,61,60,2.75,395.50,,0,0,0,3
83,4,4,NF #9460 / #7530,280565,11,4,ORZ4,1686533,,2024-08-30 0:00,2024-09-02 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589398,TEAMS-619,,0,,P606354,,61,45,2.75,311.63,,0,0,0,3
84,4,4,NF #9460 / #7530,280565,11,5,ORZ4,1686532,,2024-08-30 0:00,2024-09-02 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589398,TEAMS-619,,0,,P606354,,61,45,2.75,311.63,,0,0,0,3
85,4,4,NF #9460 / #7530,280565,11,6,ORZ4,1686561,,2024-08-30 0:00,2024-09-02 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589398,TEAMS-619,,0,,P606354,,61,45,2.75,311.63,,0,0,0,3
86,4,4,NF #9460 / #7530,280565,12,5,ORZ4,1686567,,2024-08-30 0:00,2024-09-02 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589398,TEAMS-619,,0,,P606354,,61,45,2.75,311.63,,0,0,0,3
87,4,4,NF #9460 / #7530,280565,12,6,ORZ5,1686570,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589399,R11218,,0,,P606354,,61,60,2.75,395.50,,0,0,0,3
88,4,4,NF #9460 / #7530,280565,12,7,ORZ5,1686558,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589399,R11218,,0,,P606354,,61,60,2.75,395.50,,0,0,0,3
89,4,4,NF #9460 / #7530,280565,12,8,ORZ5,1686569,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589399,R11218,,0,,P606354,,61,60,2.75,395.50,,0,0,0,3
90,4,4,NF #9460 / #7530,280565,12,9,ORZ5,1686550,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-15 0:00,t3 - 10am,CGY,transferred,P589399,R11218,,0,,P606354,,61,60,2.75,395.50,,0,0,0,3
91,4,4,NF #9460 / #7530,280565,7,5,VRB8,1702761,,2024-08-30 0:00,2024-09-03 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-16 0:00,t1 - 1pm,CGY,transferred,P589405,TEAMS-580,,0,,P606362,,61,45,2.75,311.63,,0,0,0,3
92,4,4,NF #9460 / #7530,280565,7,6,VRB8,1702780,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-16 0:00,t1 - 1pm,CGY,transferred,P589401,TEAMS-72084,,0,,P606362,,92,45,2.75,439.50,,0,0,0,3
93,4,4,NF #9460 / #7530,280565,7,9,VRB6,1702829,,2024-08-30 0:00,2024-09-03 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-16 0:00,t1 - 1pm,CGY,transferred,P589405,TEAMS-580,,0,,P606362,,61,30,2.75,227.75,,0,0,0,3
94,4,4,NF #9460 / #7530,280565,11,7,ORZ3,1686510,,2024-08-30 0:00,2024-08-23 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-16 0:00,t1 - 1pm,CGY,transferred,P589404,TEAMS- 66625,,0,,P606362,,92,35,2.75,355.17,,0,0,0,3
95,4,4,NF #9460 / #7530,,,,skid - lighting 48x40x45,,,,2024-06-07 0:00,2024-06-01 0:00,2024-10-31 0:00,2024-10-22 0:00,,CGY,transferred,3rd party,,,0,,P608485,,153,20,2.75,340.50,,0,0,0,3
96,4,4,NF #9460 / #7530,,,,skid - lighting 48x40x45,,,,2024-06-07 0:00,2024-06-01 0:00,2024-10-31 0:00,2024-10-22 0:00,,CGY,transferred,3rd party,,,0,,P608485,,153,20,2.75,340.50,,0,0,0,3
97,4,4,NF #9460 / #7530,,,,skid - lighting 12'x3'x1.5',,,,2024-06-07 0:00,2024-06-01 0:00,2024-10-31 0:00,2024-10-22 0:00,,CGY,transferred,3rd party,,,0,,P608485,,153,48,2.75,733.20,,0,0,0,3
98,4,4,NF #9460 / #7530,280565,13,1,OWEZV,1685612,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589401,TEAMS-72084,,0,,P608246,,92,30,2.75,313.00,,0,0,0,3
99,4,4,NF #9460 / #7530,280565,13,2,OWIZV12,1685632,,2024-08-30 0:00,2024-09-08 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589391,TEAMS-630,,0,,P608246,,61,104,2.75,641.53,,0,0,0,3
100,4,4,NF #9460 / #7530,280565,13,3,OWEZV,1685613,,2024-08-30 0:00,2024-09-08 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589391,TEAMS-630,,0,,P608246,,61,30,2.75,227.75,,0,0,0,3
101,4,4,NF #9460 / #7530,280565,14,1,OWEZV,1685614,,2024-08-30 0:00,2024-09-08 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589391,TEAMS-630,,0,,P608246,,61,30,2.75,227.75,,0,0,0,3
102,4,4,NF #9460 / #7530,280565,14,2,OWIZV12,1685616,,2024-08-30 0:00,2024-09-08 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589391,TEAMS-630,,0,,P608246,,61,104,2.75,641.53,,0,0,0,3
103,4,4,NF #9460 / #7530,280565,14,3,OWEZV,1685615,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589401,TEAMS-72084,,0,,P608246,,92,30,2.75,313.00,,0,0,0,3
104,4,4,NF #9460 / #7530,280565,15,1,OWEZV,1685625,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589402,TEAMS-67906,,0,,P608246,,61,30,2.75,227.75,,0,0,0,3
105,4,4,NF #9460 / #7530,280565,15,3,OWEZV,1685626,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-23 0:00,8:00 AM,CGY,transferred,P589402,TEAMS-67906,,0,,P608246,,61,30,2.75,227.75,,0,0,0,3
106,4,4,NF #9460 / #7530,280565,1,1,OHMH12,1686942,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589399,R11218,,0,,P609157,,61,48,2.75,328.40,,0,0,0,3
107,4,4,NF #9460 / #7530,280565,1,2,OHMH12,1686945,,2024-08-30 0:00,2024-09-02 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589398,TEAMS-619,,0,,P609157,,61,48,2.75,328.40,,0,0,0,3
108,4,4,NF #9460 / #7530,280565,1,3,OHMH8,1686927,,2024-08-30 0:00,2024-08-23 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589404,TEAMS- 66625,,0,,P609157,,92,32,2.75,329.87,,0,0,0,3
109,4,4,NF #9460 / #7530,280565,1,4,OHMH8,1686924,,2024-08-30 0:00,2024-08-29 0:00,2024-08-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589401,TEAMS-72084,,0,,P609157,,92,32,2.75,329.87,,0,0,0,3
110,4,4,NF #9460 / #7530,280565,15,2,OWIZV12,1683963,,2024-08-30 0:00,2024-09-01 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589402,TEAMS-67906,,0,,P609157,,61,104,2.75,641.53,,0,0,0,3
111,4,4,NF #9460 / #7530,280565,16,1,OWEZV,1685639,,2024-08-30 0:00,2024-09-03 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589405,TEAMS-580,,0,,P609157,,61,30,2.75,227.75,,0,0,0,3
112,4,4,NF #9460 / #7530,280565,16,3,OWEZV,1686724,,2024-08-30 0:00,2024-09-03 0:00,2024-09-01 0:00,2024-10-31 0:00,2024-10-24 0:00,7:00 AM,CGY,transferred,P589405,TEAMS-580,,0,,P609157,,61,30,2.75,227.75,,0,0,0,3
